"","Region","LocalityName","LocalityCode","Treatment","Group","Month","Years_Since_Exclosure","Plot_Albedo","Productivity_Index","DistrictID","Moose_Density","Red_Deer_Density","Roe_Deer_Density","Mean_Canopy_Height","Snow_Prop","Avg_Decid_Prop","SWE_mm","Temp_K","Season"
"10825","Telemark","drangedal1","1DRUB","UB","Composite","10",4,0.157398746775048,0.21131677,"0817",27.00672829,9.836987784,5.031787593,0.89349748748536,0.0349462365591398,0.779861111111111,0.286021505376344,278.812634408602,"Season_4"
"10826","Telemark","fritsoe1","1FRUB","UB","Composite","10",4,0.149940061093888,0.245537883,"0604",45.5486725,2.225169257,8.847710058,1.4471953509213,0.115591397849462,0.765426048444916,0.826612903225806,277.274462365591,"Season_4"
"10827","Telemark","furesdal","1FYUB","UB","Composite","10",4,0.144078996068187,0.058035047,"0831",23.22393919,2.078638027,1.526065809,0.765572700937602,0.0618279569892473,0.0972222222222221,0.394086021505376,277.325537634409,"Season_4"
"10828","Trøndelag","namdalseid_1kub","1KUB","UB","Composite","10",4,0.155490163289687,0.222676728,"1725",75.88802955,8.758466457,7.375877596,0.244896724315768,0.0645161290322581,0.829547827903091,0.740322580645161,278.38064516129,"Season_4"
"10829","Telemark","kviteseid1","1KVUB","UB","Composite","10",4,0.156825559463783,0.105926078,"0829",34.25057033,13.40190923,2.936689407,1.69761136832054,0.0779569892473118,0.6875,0.591666666666667,276.833064516129,"Season_4"
"10830","Trøndelag","nsb_verdal","1NSUB","UB","Composite","10",4,0.15989828183202,0.110463648,"1721",28.2697902,2.827400105,6.979690234,0.0569086417820259,0.043010752688172,0.958333333333333,0.370967741935484,278.24247311828,"Season_4"
"10831","Trøndelag","sub_namdalseid","1SUB","UB","Composite","10",4,0.157660152963092,0.077437345,"1725",75.88802955,8.758466457,7.375877596,0.186951220505757,0.0833333333333333,0.852707261292167,1.26290322580645,277.668817204301,"Season_4"
"10832","Trøndelag","verdal_1vb","1VBUB","UB","Composite","10",4,0.152356218165819,0.011938921,"1721",28.2697902,2.827400105,6.979690234,0.266489106051446,0.0725806451612903,0.435681818181818,0.826075268817204,277.505376344086,"Season_4"
"10833","Trøndelag","steinkjer_2bbb","2BBUB","UB","Composite","10",4,0.159127137393605,0.087040751,"1702",107.5650526,2.431337072,17.86445891,0.291672679005472,0.0806451612903226,0.970862470862471,0.979838709677419,277.372580645161,"Season_4"
"10834","Telemark","nome_cappelen2","2CAUB","UB","Composite","10",4,0.149894451368726,0.166542737,"0819",30.18818188,28.25801849,15.04767058,0.765922461321981,0.032258064516129,0.427232142857143,0.209139784946237,279.218279569892,"Season_4"
"10835","Telemark","fritsoe2","2FRUB","UB","Composite","10",4,0.153903591489763,0.148195816,"0728",45.48785783,33.89613967,19.91579349,1.47146511385675,0.0672043010752688,0.663589743589744,0.577150537634409,278.225,"Season_4"
"10836","Telemark","kviteseid2","2KVUB","UB","Composite","10",4,0.156329659637509,0.106407376,"0829",34.25057033,13.40190923,2.936689407,1.50583744001359,0.185483870967742,0.522862554112554,2.09301075268817,276.169623655914,"Season_4"
"10837","Trøndelag","verdal_2vb","2VBUB","UB","Composite","10",4,0.151096808431918,0.241115185,"1721",28.2697902,2.827400105,6.979690234,1.6071785787697,0.0833333333333333,0.628472222222222,0.810215053763441,277.656989247312,"Season_4"
"10838","Telemark","drangedal3","3DRUB","UB","Composite","10",4,0.157017418679659,0.019353239,"0817",27.00672829,9.836987784,5.031787593,0.0915438149867882,0.0510752688172043,0.663690476190476,0.480645161290323,278.155913978495,"Season_4"
"10839","Telemark","kviteseid3","3KVUB","UB","Composite","10",4,0.154936590829969,0.091250578,"0829",34.25057033,13.40190923,2.936689407,0.802549872254414,0.18010752688172,0.797222222222222,1.51102150537634,275.97123655914,"Season_4"
"10840","Telemark","notodden3","3NOUB","UB","Composite","10",4,0.15045337145333,0.142430355,"0807",45.75073179,7.549714848,3.55799475,1.12241627908268,0.0860215053763441,0.302777777777778,0.531182795698925,276.837903225806,"Season_4"
"10841","Telemark","drangedal4","4DRUB","UB","Composite","10",4,0.150597524363563,0.205027981,"0817",27.00672829,9.836987784,5.031787593,0.949242132564795,0.0510752688172043,0.972777014652015,0.494623655913978,278.186827956989,"Season_4"
"10842","Telemark","notodden5","5NOUB","UB","Composite","10",4,0.128501700261746,0.119776917,"0807",45.75073179,7.549714848,3.55799475,0.643162291463096,0.0967741935483871,0.162622287991342,0.647311827956989,276.495698924731,"Season_4"
"10843","Telemark","notodden6","6NOUB","UB","Composite","10",4,0.150621499575894,0.106105683,"0807",45.75073179,7.549714848,3.55799475,1.03620902460949,0.0779569892473118,0.354273504273505,0.462634408602151,277.511559139785,"Season_4"
"10844","Trøndelag","bratsberg","BRUB","UB","Composite","10",4,0.151524364040041,0.19644858,"1601",79.89208961,1.335197374,31.0221955,2.13904225370522,0.0591397849462366,0.964271939491084,0.712365591397849,278.012096774194,"Season_4"
"10845","Hedmark","didrik_holmsen","DHUB","UB","Composite","10",4,0.150638388292621,0.234215068,"0221",56.43464358,0,18.91236981,0.649048275698576,0.0564516129032258,0.349025974025974,0.202150537634409,278.314784946237,"Season_4"
"10846","Hedmark","fet_3","FKUB","UB","Composite","10",4,0.155146433969852,0.140119204,"0227",71.33638992,0,32.84966157,0.563066667074273,0.0403225806451613,0.688095238095238,0.159139784946237,278.715860215054,"Season_4"
"10847","Trøndelag","selbu_flub","FLUB","UB","Composite","10",4,0.153727794308235,0.271341572,"1664",56.44604547,5.437898015,4.380325628,1.40290329890915,0.0645161290322581,0.838509316770186,0.618279569892473,277.619623655914,"Season_4"
"10848","Trøndelag","hi_tydal","HIUB","UB","Composite","10",4,0.155540488414456,0.214070788,"1665",16.47588281,0.419443553,0,1.88257870700262,0.120967741935484,0.85542537172972,1.53521505376344,276.678225806452,"Season_4"
"10849","Hedmark","halvard_pramhus","HPUB","UB","Composite","10",4,0.151805554896036,0.335469416,"0420",62.64905485,0,13.92362896,0.58492129736179,0.0188172043010753,0.541666666666667,0.0967741935483871,278.134946236559,"Season_4"
"10850","Trøndelag","selbu_kl","KLUB","UB","Composite","10",4,0.141196518430556,0.116040591,"1664",56.44604547,5.437898015,4.380325628,0.196003195316235,0.0887096774193548,0.0395892041377139,0.862096774193548,277.211827956989,"Season_4"
"10851","Trøndelag","singsaas","LAUB","UB","Composite","10",4,0.146618687537701,0.042265252,"1648",36.25939668,6.648445301,2.712137721,0.215802325885256,0.0860215053763441,0.0357142857142857,1.18225806451613,276.792204301075,"Season_4"
"10852","Trøndelag","malvik","MAUB","UB","Composite","10",4,0.154891718211993,0.160287892,"1663",91.59537109,0.841762109,20.5676583,0.413341902637828,0.0537634408602151,0.726821862348178,0.60994623655914,277.766935483871,"Season_4"
"10853","Hedmark","stig_dahlen","SDUB","UB","Composite","10",4,0.136823657696226,1,"0221",56.43464358,0,18.91236981,2.86041246752123,0.0510752688172043,0.80259324009324,0.14489247311828,278.395698924731,"Season_4"
"10854","Trøndelag","sl_tydal","SEUB","UB","Composite","10",4,0.154290807895783,0.132712131,"1665",16.47588281,0.419443553,0,0.828131509418472,0.158602150537634,0.695192307692308,2.16639784946237,276.280913978495,"Season_4"
"10855","Trøndelag","selbu_sl","SLUB","UB","Composite","10",4,0.156510402613195,0.124288986,"1664",56.44604547,5.437898015,4.380325628,1.04207021931917,0.123655913978495,0.650641025641026,1.28225806451613,276.864784946237,"Season_4"
"10856","Hedmark","stangeskovene_aurskog","SSAUB","UB","Composite","10",4,0.154270674215488,0.114068355,"0221",56.43464358,0,18.91236981,0.622237875330634,0.0483870967741935,0.642901234567901,0.208602150537634,278.276075268817,"Season_4"
"10857","Hedmark","stangeskovene_eidskog","SSBUB","UB","Composite","10",4,0.157538147656265,0.090462104,"0420",62.64905485,0,13.92362896,1.01280825379422,0.0403225806451613,0.822916666666667,0.114516129032258,278.184946236559,"Season_4"
"10858","Hedmark","eidskog","STSKNUB","UB","Composite","10",4,0.14430785090088,0.250270963,"0236",52.57030574,0.363637888,32.77363522,0.39879729651997,0.0483870967741935,0.0625,0.131989247311828,278.105376344086,"Season_4"
"10859","Hedmark","truls_holm","THUB","UB","Composite","10",4,0.152331036338726,0.294777374,"0221",56.43464358,0,18.91236981,1.30657109156774,0.0752688172043011,0.833800827920238,0.238709677419355,277.750268817204,"Season_4"
"11063","Trøndelag","steinkjer_1bbb","1BBB","B","Composite","11",4,0.221822012040302,0.115979123,"1702",107.5650526,2.431337072,17.86445891,0.105052757969716,0.430555555555556,0.939075630252101,6.205,273.129722222222,"Season_4"
"11064","Telemark","nome_cappelen1","1CAB","B","Composite","11",4,0.160717598248144,0.080441283,"0806",36.73246483,7.237559382,26.88021893,0.212220429511045,0.308333333333333,0.313544932079415,5.49,275.208611111111,"Season_4"
"11065","Telemark","drangedal1","1DRB","B","Composite","11",4,0.17123796125397,0.21131677,"0817",27.00672829,9.836987784,5.031787593,0.724767388548418,0.366666666666667,0.502087550607287,8.65916666666667,274.581388888889,"Season_4"
"11066","Telemark","fritsoe1","1FRB","B","Composite","11",4,0.235364433897173,0.245537883,"0604",45.5486725,2.225169257,8.847710058,0.86256351190303,0.602777777777778,0.313888888888889,16.4686111111111,273.070277777778,"Season_4"
"11067","Telemark","furesdal","1FYB","B","Composite","11",4,0.219564126749304,0.058035047,"0831",23.22393919,2.078638027,1.526065809,0.256416666238159,0.480555555555556,0.03125,10.1727777777778,273.1075,"Season_4"
"11068","Trøndelag","namdalseid_1kub","1KB","B","Composite","11",4,0.167964674788592,0.222676728,"1725",75.88802955,8.758466457,7.375877596,0.129218140280598,0.311111111111111,0.923363095238095,4.42444444444444,274.469166666667,"Season_4"
"11069","Telemark","kviteseid1","1KVB","B","Composite","11",4,0.252014891364977,0.105926078,"0829",34.25057033,13.40190923,2.936689407,1.1901827429254,0.555555555555556,0.96781561461794,14.6077777777778,272.597222222222,"Season_4"
"11070","Trøndelag","nsb_verdal","1NSB","B","Composite","11",4,0.172094921451088,0.110463648,"1721",28.2697902,2.827400105,6.979690234,0.0569086417820259,0.258333333333333,0.770882352941176,2.50944444444444,274.105555555556,"Season_4"
"11071","Trøndelag","sub_namdalseid","1SB","B","Composite","11",4,0.192260399491122,0.077437345,"1725",75.88802955,8.758466457,7.375877596,0.186951220505757,0.411111111111111,0.882777777777778,6.14861111111111,273.746388888889,"Season_4"
"11072","Trøndelag","verdal_1vb","1VBB","B","Composite","11",4,0.207888180149991,0.011938921,"1721",28.2697902,2.827400105,6.979690234,0.216583332660819,0.411111111111111,0.460828625235405,4.03472222222222,273.269722222222,"Season_4"
"11073","Trøndelag","steinkjer_2bbb","2BBB","B","Composite","11",4,0.218877181794482,0.087040751,"1702",107.5650526,2.431337072,17.86445891,0.291672679005472,0.438888888888889,0.910476529321406,6.09166666666667,273.1575,"Season_4"
"11074","Telemark","nome_cappelen2","2CAB","B","Composite","11",4,0.162337588083055,0.166542737,"0819",30.18818188,28.25801849,15.04767058,0.380803571209461,0.297222222222222,0.363344988344989,5.42472222222222,274.774722222222,"Season_4"
"11075","Telemark","fritsoe2","2FRB","B","Composite","11",4,0.186158923162127,0.148195816,"0728",45.48785783,33.89613967,19.91579349,0.854038740012436,0.497222222222222,0.395899470899471,10.1502777777778,273.953888888889,"Season_4"
"11076","Telemark","kviteseid2","2KVB","B","Composite","11",4,0.30603165267794,0.106407376,"0829",34.25057033,13.40190923,2.936689407,0.956211164489714,0.658333333333333,0.694196428571428,30.0769444444444,272.045833333333,"Season_4"
"11077","Trøndelag","verdal_2vb","2VBB","B","Composite","11",4,0.188456918961884,0.241115185,"1721",28.2697902,2.827400105,6.979690234,0.567233490816676,0.372222222222222,0.684109848484848,3.40111111111111,273.46,"Season_4"
"11078","Telemark","drangedal3","3DRB","B","Composite","11",4,0.193738166491727,0.019353239,"0817",27.00672829,9.836987784,5.031787593,0.0915438149867882,0.413888888888889,0.5,12.9902777777778,274.033888888889,"Season_4"
"11079","Telemark","kviteseid3","3KVB","B","Composite","11",4,0.277150556697405,0.091250578,"0829",34.25057033,13.40190923,2.936689407,0.802549872254414,0.677777777777778,0.926830808080808,20.5277777777778,271.806666666667,"Season_4"
"11080","Telemark","notodden3","3NOB","B","Composite","11",4,0.259264381103188,0.142430355,"0807",45.75073179,7.549714848,3.55799475,0.888706699265361,0.608333333333333,0.302164502164502,18.0686111111111,272.350277777778,"Season_4"
"11081","Telemark","drangedal4","4DRB","B","Composite","11",4,0.180709683231479,0.205027981,"0817",27.00672829,9.836987784,5.031787593,0.949242132564795,0.372222222222222,0.933052330692715,12.3425,274.092222222222,"Season_4"
"11082","Telemark","notodden5","5NOB","B","Composite","11",4,0.254170306381229,0.119776917,"0807",45.75073179,7.549714848,3.55799475,0.406247421944893,0.641666666666667,0.258603030548578,20.6119444444444,272.056944444444,"Season_4"
"11083","Telemark","notodden6","6NOB","B","Composite","11",4,0.233607327907796,0.106105683,"0807",45.75073179,7.549714848,3.55799475,0.664381176672657,0.569444444444444,0.280858395989975,13.3977777777778,272.975555555556,"Season_4"
"11084","Trøndelag","bratsberg","BRB","B","Composite","11",4,0.189907668594122,0.19644858,"1601",79.89208961,1.335197374,31.0221955,0.427393586708792,0.441666666666667,0.979565274841438,6.53916666666667,273.773055555556,"Season_4"
"11085","Hedmark","didrik_holmsen","DHB","B","Composite","11",4,0.166125437447738,0.234215068,"0221",56.43464358,0,18.91236981,0.649048275698576,0.394444444444444,0.639425770308123,2.85916666666667,274.363333333333,"Season_4"
"11086","Hedmark","fet_3","FKB","B","Composite","11",4,0.152263388523446,0.140119204,"0227",71.33638992,0,32.84966157,0.563066667074273,0.35,0.148026315789474,1.92138888888889,274.731111111111,"Season_4"
"11087","Trøndelag","selbu_flub","FLB","B","Composite","11",4,0.213636992544646,0.271341572,"1664",56.44604547,5.437898015,4.380325628,1.66651620670287,0.486111111111111,0.71510989010989,6.03694444444444,273.131111111111,"Season_4"
"11088","Trøndelag","hi_tydal","HIB","B","Composite","11",4,0.248390225990095,0.214070788,"1665",16.47588281,0.419443553,0,0.558368909693206,0.583333333333333,0.879281697341514,10.3730555555556,271.940833333333,"Season_4"
"11089","Hedmark","halvard_pramhus","HPB","B","Composite","11",4,0.161817981434668,0.335469416,"0420",62.64905485,0,13.92362896,0.58492129736179,0.377777777777778,0.189583333333333,1.95444444444444,274.118611111111,"Season_4"
"11090","Trøndelag","selbu_kl","KLB","B","Composite","11",4,0.22240434516948,0.116040591,"1664",56.44604547,5.437898015,4.380325628,0.113526502119002,0.555555555555556,0.250676069616563,7.33666666666667,272.659722222222,"Season_4"
"11091","Trøndelag","singsaas","LAB","B","Composite","11",4,0.244533316846662,0.042265252,"1648",36.25939668,6.648445301,2.712137721,0.195805897931934,0.575,0.242760180995475,9.73,271.941944444444,"Season_4"
"11092","Trøndelag","malvik","MAB","B","Composite","11",4,0.198299086699016,0.160287892,"1663",91.59537109,0.841762109,20.5676583,0.413341902637828,0.425,0.657556935817805,6.03888888888889,273.48,"Season_4"
"11093","Hedmark","stig_dahlen","SDB","B","Composite","11",4,0.162474141588055,1,"0221",56.43464358,0,18.91236981,0.478016786027155,0.402777777777778,0.562745974955277,2.47888888888889,274.397222222222,"Season_4"
"11094","Trøndelag","sl_tydal","SEB","B","Composite","11",4,0.259302252797907,0.132712131,"1665",16.47588281,0.419443553,0,0.286093677692901,0.611111111111111,0.548966165413534,14.3427777777778,271.523611111111,"Season_4"
"11095","Trøndelag","selbu_sl","SLB","B","Composite","11",4,0.245848882631457,0.124288986,"1664",56.44604547,5.437898015,4.380325628,0.621776349386763,0.616666666666667,0.616541353383459,9.63222222222222,272.28,"Season_4"
"11096","Hedmark","stangeskovene_aurskog","SSAB","B","Composite","11",4,0.167844123032877,0.114068355,"0221",56.43464358,0,18.91236981,0.371960396300091,0.405555555555556,0.558938746438747,3.18833333333333,274.319166666667,"Season_4"
"11097","Hedmark","stangeskovene_eidskog","SSBB","B","Composite","11",4,0.16031386997147,0.090462104,"0420",62.64905485,0,13.92362896,0.207524706087459,0.383333333333333,0.147421931735657,2.42194444444444,274.236666666667,"Season_4"
"11098","Hedmark","eidskog","STSKNB","B","Composite","11",4,0.165045020942948,0.250270963,"0236",52.57030574,0.363637888,32.77363522,0.491529413281434,0.397222222222222,0.158715098942803,2.735,274.089444444444,"Season_4"
"11099","Hedmark","truls_holm","THB","B","Composite","11",4,0.179611998772078,0.294777374,"0221",56.43464358,0,18.91236981,0.445465000593686,0.433333333333333,0.403421052631579,3.84611111111111,273.875,"Season_4"
"11100","Trøndelag","steinkjer_1bbb","1BBUB","UB","Composite","11",4,0.221774185339013,0.115979123,"1702",107.5650526,2.431337072,17.86445891,0.15554822394258,0.430555555555556,0.891053391053391,6.205,273.129722222222,"Season_4"
"11101","Telemark","nome_cappelen1","1CAUB","UB","Composite","11",4,0.157909839495823,0.080441283,"0806",36.73246483,7.237559382,26.88021893,0.299851009619276,0.308333333333333,0.1125,5.49,275.208611111111,"Season_4"
"11102","Telemark","drangedal1","1DRUB","UB","Composite","11",4,0.173080630778189,0.21131677,"0817",27.00672829,9.836987784,5.031787593,0.89349748748536,0.366666666666667,0.779861111111111,8.65916666666667,274.581388888889,"Season_4"
"11103","Telemark","fritsoe1","1FRUB","UB","Composite","11",4,0.231899967887501,0.245537883,"0604",45.5486725,2.225169257,8.847710058,1.4471953509213,0.602777777777778,0.765426048444916,16.4686111111111,273.070277777778,"Season_4"
"11104","Telemark","furesdal","1FYUB","UB","Composite","11",4,0.214908005811267,0.058035047,"0831",23.22393919,2.078638027,1.526065809,0.765572700937602,0.480555555555556,0.0972222222222221,10.1727777777778,273.1075,"Season_4"
"11105","Trøndelag","namdalseid_1kub","1KUB","UB","Composite","11",4,0.165827407877273,0.222676728,"1725",75.88802955,8.758466457,7.375877596,0.244896724315768,0.311111111111111,0.829547827903091,4.42444444444444,274.469166666667,"Season_4"
"11106","Telemark","kviteseid1","1KVUB","UB","Composite","11",4,0.253413619769639,0.105926078,"0829",34.25057033,13.40190923,2.936689407,1.69761136832054,0.555555555555556,0.6875,14.6077777777778,272.597222222222,"Season_4"
"11107","Trøndelag","nsb_verdal","1NSUB","UB","Composite","11",4,0.175636942994159,0.110463648,"1721",28.2697902,2.827400105,6.979690234,0.13729629590475,0.258333333333333,0.958333333333333,2.50944444444444,274.105555555556,"Season_4"
"11108","Trøndelag","sub_namdalseid","1SUB","UB","Composite","11",4,0.189673214828529,0.077437345,"1725",75.88802955,8.758466457,7.375877596,0.152450494683465,0.411111111111111,0.852707261292167,6.14861111111111,273.746388888889,"Season_4"
"11109","Trøndelag","verdal_1vb","1VBUB","UB","Composite","11",4,0.207442460362866,0.011938921,"1721",28.2697902,2.827400105,6.979690234,0.266489106051446,0.411111111111111,0.435681818181818,4.03472222222222,273.269722222222,"Season_4"
"11110","Trøndelag","steinkjer_2bbb","2BBUB","UB","Composite","11",4,0.221368655006057,0.087040751,"1702",107.5650526,2.431337072,17.86445891,0.540061009660257,0.438888888888889,0.970862470862471,6.09166666666667,273.1575,"Season_4"
"11111","Telemark","nome_cappelen2","2CAUB","UB","Composite","11",4,0.16190415294302,0.166542737,"0819",30.18818188,28.25801849,15.04767058,0.765922461321981,0.297222222222222,0.427232142857143,5.42472222222222,274.774722222222,"Season_4"
"11112","Telemark","fritsoe2","2FRUB","UB","Composite","11",4,0.18468773820308,0.148195816,"0728",45.48785783,33.89613967,19.91579349,1.47146511385675,0.497222222222222,0.663589743589744,10.1502777777778,273.953888888889,"Season_4"
"11113","Telemark","kviteseid2","2KVUB","UB","Composite","11",4,0.303209227616698,0.106407376,"0829",34.25057033,13.40190923,2.936689407,1.50583744001359,0.658333333333333,0.522862554112554,30.0769444444444,272.045833333333,"Season_4"
"11114","Trøndelag","verdal_2vb","2VBUB","UB","Composite","11",4,0.193201549014693,0.241115185,"1721",28.2697902,2.827400105,6.979690234,1.6071785787697,0.372222222222222,0.628472222222222,3.40111111111111,273.46,"Season_4"
"11115","Telemark","drangedal3","3DRUB","UB","Composite","11",4,0.192455586990066,0.019353239,"0817",27.00672829,9.836987784,5.031787593,0.261183675780075,0.413888888888889,0.663690476190476,12.9902777777778,274.033888888889,"Season_4"
"11116","Telemark","kviteseid3","3KVUB","UB","Composite","11",4,0.270339072641363,0.091250578,"0829",34.25057033,13.40190923,2.936689407,0.989695650640541,0.677777777777778,0.797222222222222,20.5277777777778,271.806666666667,"Season_4"
"11117","Telemark","notodden3","3NOUB","UB","Composite","11",4,0.259480558063157,0.142430355,"0807",45.75073179,7.549714848,3.55799475,1.12241627908268,0.608333333333333,0.302777777777778,18.0686111111111,272.350277777778,"Season_4"
"11118","Telemark","drangedal4","4DRUB","UB","Composite","11",4,0.178788055533433,0.205027981,"0817",27.00672829,9.836987784,5.031787593,2.34772389858373,0.372222222222222,0.972777014652015,12.3425,274.092222222222,"Season_4"
"11119","Telemark","notodden5","5NOUB","UB","Composite","11",4,0.228299680091736,0.119776917,"0807",45.75073179,7.549714848,3.55799475,0.643162291463096,0.641666666666667,0.162622287991342,20.6119444444444,272.056944444444,"Season_4"
"11120","Telemark","notodden6","6NOUB","UB","Composite","11",4,0.236029615493796,0.106105683,"0807",45.75073179,7.549714848,3.55799475,1.03620902460949,0.569444444444444,0.354273504273505,13.3977777777778,272.975555555556,"Season_4"
"11121","Trøndelag","bratsberg","BRUB","UB","Composite","11",4,0.183046731451506,0.19644858,"1601",79.89208961,1.335197374,31.0221955,2.13904225370522,0.441666666666667,0.964271939491084,6.53916666666667,273.773055555556,"Season_4"
"11122","Hedmark","didrik_holmsen","DHUB","UB","Composite","11",4,0.162063077617074,0.234215068,"0221",56.43464358,0,18.91236981,1.37802746100245,0.394444444444444,0.349025974025974,2.85916666666667,274.363333333333,"Season_4"
"11123","Hedmark","fet_3","FKUB","UB","Composite","11",4,0.160803757363284,0.140119204,"0227",71.33638992,0,32.84966157,1.24319727871305,0.35,0.688095238095238,1.92138888888889,274.731111111111,"Season_4"
"11124","Trøndelag","selbu_flub","FLUB","UB","Composite","11",4,0.216534886813661,0.271341572,"1664",56.44604547,5.437898015,4.380325628,1.40290329890915,0.486111111111111,0.838509316770186,6.03694444444444,273.131111111111,"Season_4"
"11125","Trøndelag","hi_tydal","HIUB","UB","Composite","11",4,0.250973804981961,0.214070788,"1665",16.47588281,0.419443553,0,1.88257870700262,0.583333333333333,0.85542537172972,10.3730555555556,271.940833333333,"Season_4"
"11126","Hedmark","halvard_pramhus","HPUB","UB","Composite","11",4,0.170374723903422,0.335469416,"0420",62.64905485,0,13.92362896,1.22550115056668,0.377777777777778,0.541666666666667,1.95444444444444,274.118611111111,"Season_4"
"11127","Trøndelag","selbu_kl","KLUB","UB","Composite","11",4,0.222721535995167,0.116040591,"1664",56.44604547,5.437898015,4.380325628,0.196003195316235,0.555555555555556,0.0395892041377139,7.33666666666667,272.659722222222,"Season_4"
"11128","Trøndelag","singsaas","LAUB","UB","Composite","11",4,0.239098562741638,0.042265252,"1648",36.25939668,6.648445301,2.712137721,0.215802325885256,0.575,0.0357142857142857,9.73,271.941944444444,"Season_4"
"11129","Trøndelag","malvik","MAUB","UB","Composite","11",4,0.201578548730852,0.160287892,"1663",91.59537109,0.841762109,20.5676583,1.40626146546202,0.425,0.726821862348178,6.03888888888889,273.48,"Season_4"
"11130","Hedmark","stig_dahlen","SDUB","UB","Composite","11",4,0.146523840682541,1,"0221",56.43464358,0,18.91236981,2.86041246752123,0.402777777777778,0.80259324009324,2.47888888888889,274.397222222222,"Season_4"
"11131","Trøndelag","sl_tydal","SEUB","UB","Composite","11",4,0.256665005218305,0.132712131,"1665",16.47588281,0.419443553,0,0.828131509418472,0.611111111111111,0.695192307692308,14.3427777777778,271.523611111111,"Season_4"
"11132","Trøndelag","selbu_sl","SLUB","UB","Composite","11",4,0.246075036690547,0.124288986,"1664",56.44604547,5.437898015,4.380325628,1.04207021931917,0.616666666666667,0.650641025641026,9.63222222222222,272.28,"Season_4"
"11133","Hedmark","stangeskovene_aurskog","SSAUB","UB","Composite","11",4,0.167901902750246,0.114068355,"0221",56.43464358,0,18.91236981,0.622237875330634,0.405555555555556,0.642901234567901,3.18833333333333,274.319166666667,"Season_4"
"11134","Hedmark","stangeskovene_eidskog","SSBUB","UB","Composite","11",4,0.170774640703755,0.090462104,"0420",62.64905485,0,13.92362896,1.01280825379422,0.383333333333333,0.822916666666667,2.42194444444444,274.236666666667,"Season_4"
"11135","Hedmark","eidskog","STSKNUB","UB","Composite","11",4,0.167212214197493,0.250270963,"0236",52.57030574,0.363637888,32.77363522,0.39879729651997,0.397222222222222,0.0625,2.735,274.089444444444,"Season_4"
"11136","Hedmark","truls_holm","THUB","UB","Composite","11",4,0.177331637643429,0.294777374,"0221",56.43464358,0,18.91236981,1.30657109156774,0.433333333333333,0.833800827920238,3.84611111111111,273.875,"Season_4"
"11340","Trøndelag","steinkjer_1bbb","1BBB","B","Composite","12",4,0.368597804591221,0.115979123,"1702",107.5650526,2.431337072,17.86445891,0.15554822394258,0.900537634408602,0.939075630252101,41.4295698924731,270.304838709677,"Season_4"
"11341","Telemark","nome_cappelen1","1CAB","B","Composite","12",4,0.274045508339217,0.080441283,"0806",36.73246483,7.237559382,26.88021893,0.212220429511045,0.693548387096774,0.313544932079415,20.4325268817204,271.336827956989,"Season_4"
"11342","Telemark","drangedal1","1DRB","B","Composite","12",4,0.330229273205971,0.21131677,"0817",27.00672829,9.836987784,5.031787593,0.724767388548418,0.814516129032258,0.502087550607287,34.5680107526882,270.818279569892,"Season_4"
"11343","Telemark","fritsoe1","1FRB","B","Composite","12",4,0.397968755099261,0.245537883,"0604",45.5486725,2.225169257,8.847710058,0.86256351190303,0.935483870967742,0.313888888888889,61.1524193548387,269.329301075269,"Season_4"
"11344","Telemark","furesdal","1FYB","B","Composite","12",4,0.355116658327314,0.058035047,"0831",23.22393919,2.078638027,1.526065809,0.256416666238159,0.956989247311828,0.03125,42.8024193548387,269.184946236559,"Season_4"
"11345","Trøndelag","namdalseid_1kub","1KB","B","Composite","12",4,0.285013605597806,0.222676728,"1725",75.88802955,8.758466457,7.375877596,0.129218140280598,0.752688172043011,0.923363095238095,23.2852150537634,271.718817204301,"Season_4"
"11346","Telemark","kviteseid1","1KVB","B","Composite","12",4,0.419709040803659,0.105926078,"0829",34.25057033,13.40190923,2.936689407,1.1901827429254,0.959677419354839,0.96781561461794,55.8596774193548,268.689247311828,"Season_4"
"11347","Trøndelag","nsb_verdal","1NSB","B","Composite","12",4,0.259242787582226,0.110463648,"1721",28.2697902,2.827400105,6.979690234,0.13729629590475,0.696236559139785,0.770882352941176,13.2279569892473,271.264784946237,"Season_4"
"11348","Trøndelag","sub_namdalseid","1SB","B","Composite","12",4,0.384042715764165,0.077437345,"1725",75.88802955,8.758466457,7.375877596,0.152450494683465,0.881720430107527,0.882777777777778,44.6255376344086,271.023387096774,"Season_4"
"11349","Trøndelag","verdal_1vb","1VBB","B","Composite","12",4,0.273444535269541,0.011938921,"1721",28.2697902,2.827400105,6.979690234,0.216583332660819,0.844086021505376,0.460828625235405,19.2556451612903,270.382258064516,"Season_4"
"11350","Trøndelag","steinkjer_2bbb","2BBB","B","Composite","12",4,0.364451605225542,0.087040751,"1702",107.5650526,2.431337072,17.86445891,0.540061009660257,0.897849462365591,0.910476529321406,41.108064516129,270.338172043011,"Season_4"
"11351","Telemark","nome_cappelen2","2CAB","B","Composite","12",4,0.266753293252641,0.166542737,"0819",30.18818188,28.25801849,15.04767058,0.380803571209461,0.782258064516129,0.363344988344989,17.9970430107527,270.662096774194,"Season_4"
"11352","Telemark","fritsoe2","2FRB","B","Composite","12",4,0.347992128069579,0.148195816,"0728",45.48785783,33.89613967,19.91579349,0.854038740012436,0.860215053763441,0.395899470899471,39.6962365591398,270.120698924731,"Season_4"
