"","Region","Treatment","Years_Since_Exclosure","Group","Month","Mean_Plot_Albedo","SE","Season"
"1541","Hedmark","B",8,"Deciduous",7,0.155122812676689,0.00202383994069138,"Summer"
"1542","Telemark","B",8,"Deciduous",7,0.157430891609747,0.000885762537067899,"Summer"
"1543","Trøndelag","B",8,"Deciduous",7,0.155790669941334,0.00127118621296065,"Summer"
"1544","Hedmark","UB",8,"Deciduous",7,0.143648511236985,0.00606176496637441,"Summer"
"1545","Telemark","UB",8,"Deciduous",7,0.153740092334438,0.00150487391696793,"Summer"
"1546","Trøndelag","UB",8,"Deciduous",7,0.149667966900034,0.00257526225952302,"Summer"
"1547","Hedmark","B",9,"Deciduous",7,0.148096791696133,0.00739760883701408,"Summer"
"1548","Telemark","B",9,"Deciduous",7,0.15734475066153,0.000974852282994604,"Summer"
"1549","Trøndelag","B",9,"Deciduous",7,0.154723155200692,0.00138879784776867,"Summer"
"1550","Hedmark","UB",9,"Deciduous",7,0.139587467545401,0.00859467560137451,"Summer"
"1551","Telemark","UB",9,"Deciduous",7,0.153249208244636,0.0015975472059099,"Summer"
"1552","Trøndelag","UB",9,"Deciduous",7,0.149599064075415,0.00257446646246731,"Summer"
"1553","Hedmark","B",10,"Deciduous",7,0.146433892606882,0.00772856808281955,"Summer"
"1554","Trøndelag","B",10,"Deciduous",7,0.155096594928244,0.00129872793566596,"Summer"
"1555","Hedmark","UB",10,"Deciduous",7,0.137983776720704,0.00768505486507091,"Summer"
"1556","Trøndelag","UB",10,"Deciduous",7,0.149336554478342,0.00254896586215253,"Summer"
"1557","Hedmark","B",11,"Deciduous",7,0.144991977945277,0.00834816747131743,"Summer"
"1558","Trøndelag","B",11,"Deciduous",7,0.154728933610094,0.00123675673462194,"Summer"
"1559","Hedmark","UB",11,"Deciduous",7,0.138402409233498,0.00807686506320636,"Summer"
"1560","Trøndelag","UB",11,"Deciduous",7,0.149689223877451,0.00250370294976283,"Summer"
"1561","Telemark","B",1,"Pine",7,0.145274728261978,0.000188012675113939,"Summer"
"1562","Trøndelag","B",1,"Pine",7,0.145219307221632,0.000435448452647118,"Summer"
"1563","Telemark","UB",1,"Pine",7,0.145716704268387,8.7283546122528e-05,"Summer"
"1564","Trøndelag","UB",1,"Pine",7,0.145582956482346,0.000255758372414153,"Summer"
"1565","Hedmark","B",2,"Pine",7,0.142042660489739,0.00264918225687401,"Summer"
"1566","Telemark","B",2,"Pine",7,0.145107826448215,0.000236265645685695,"Summer"
"1567","Trøndelag","B",2,"Pine",7,0.145458573129171,0.000368192385797424,"Summer"
"1568","Hedmark","UB",2,"Pine",7,0.144031602771395,0.000897175948531259,"Summer"
"1569","Telemark","UB",2,"Pine",7,0.145560771409474,0.000122551389875161,"Summer"
"1570","Trøndelag","UB",2,"Pine",7,0.145433905562716,0.000337292001798594,"Summer"
"1571","Hedmark","B",3,"Pine",7,0.142623567716637,0.00148344393294636,"Summer"
"1572","Telemark","B",3,"Pine",7,0.144500394108671,0.000347767192560665,"Summer"
"1573","Trøndelag","B",3,"Pine",7,0.145236661992936,0.000374603237623161,"Summer"
"1574","Hedmark","UB",3,"Pine",7,0.144082836098634,0.000697665350197319,"Summer"
"1575","Telemark","UB",3,"Pine",7,0.145328943607424,0.000179886920727817,"Summer"
"1576","Trøndelag","UB",3,"Pine",7,0.145238035181984,0.000607184459889674,"Summer"
"1577","Hedmark","B",4,"Pine",7,0.141426350138047,0.00189205259636519,"Summer"
"1578","Telemark","B",4,"Pine",7,0.14414708447227,0.000407698045107017,"Summer"
"1579","Trøndelag","B",4,"Pine",7,0.144571144091982,0.000965062624669129,"Summer"
"1580","Hedmark","UB",4,"Pine",7,0.143323874477647,0.0011448932889123,"Summer"
"1581","Telemark","UB",4,"Pine",7,0.144917860577633,0.000262451321372155,"Summer"
"1582","Trøndelag","UB",4,"Pine",7,0.144630336054416,0.00113807085419462,"Summer"
"1583","Hedmark","B",5,"Pine",7,0.139117157104392,0.00308169544430436,"Summer"
"1584","Telemark","B",5,"Pine",7,0.143360150691828,0.000553915037216141,"Summer"
"1585","Trøndelag","B",5,"Pine",7,0.144393930008518,0.00103727167035526,"Summer"
"1586","Hedmark","UB",5,"Pine",7,0.142239882135653,0.00137527294687554,"Summer"
"1587","Telemark","UB",5,"Pine",7,0.144304865490178,0.000391789950521808,"Summer"
"1588","Trøndelag","UB",5,"Pine",7,0.144216119202621,0.00132462048830023,"Summer"
"1589","Hedmark","B",6,"Pine",7,0.138266317899597,0.0030892226191676,"Summer"
"1590","Telemark","B",6,"Pine",7,0.142296840217382,0.000724320731886423,"Summer"
"1591","Trøndelag","B",6,"Pine",7,0.14412761648634,0.00104492381033238,"Summer"
"1592","Hedmark","UB",6,"Pine",7,0.140896851153997,0.00158303340024652,"Summer"
"1593","Telemark","UB",6,"Pine",7,0.143587571882886,0.000501644779127779,"Summer"
"1594","Trøndelag","UB",6,"Pine",7,0.144229075778732,0.00120795317082022,"Summer"
"1595","Hedmark","B",7,"Pine",7,0.136120219974963,0.00382074767801527,"Summer"
"1596","Telemark","B",7,"Pine",7,0.141090342926843,0.00104031328062496,"Summer"
"1597","Trøndelag","B",7,"Pine",7,0.144256872487115,0.000732611972653745,"Summer"
"1598","Hedmark","UB",7,"Pine",7,0.138700434753743,0.00225079466283686,"Summer"
"1599","Telemark","UB",7,"Pine",7,0.142552107201906,0.000728518003037952,"Summer"
"1600","Trøndelag","UB",7,"Pine",7,0.143718384361319,0.00149277695222516,"Summer"
"1601","Hedmark","B",8,"Pine",7,0.138773564172004,0.00248340607026159,"Summer"
"1602","Telemark","B",8,"Pine",7,0.139662211375845,0.00128009075014497,"Summer"
"1603","Trøndelag","B",8,"Pine",7,0.143450416771046,0.000905421220100538,"Summer"
"1604","Hedmark","UB",8,"Pine",7,0.140113705640069,0.00177841970131578,"Summer"
"1605","Telemark","UB",8,"Pine",7,0.141705351367919,0.000838813957306479,"Summer"
"1606","Trøndelag","UB",8,"Pine",7,0.143385778741281,0.00173910316168156,"Summer"
"1607","Hedmark","B",9,"Pine",7,0.140390771631586,0.00254996566564313,"Summer"
"1608","Telemark","B",9,"Pine",7,0.138482760724833,0.00143899752926593,"Summer"
"1609","Trøndelag","B",9,"Pine",7,0.144114049985539,0.000741238286795658,"Summer"
"1610","Hedmark","UB",9,"Pine",7,0.136227404443517,0.00655500636894246,"Summer"
"1611","Telemark","UB",9,"Pine",7,0.140577847630513,0.00103111932000487,"Summer"
"1612","Trøndelag","UB",9,"Pine",7,0.142970765606638,0.00174947973359811,"Summer"
"1613","Hedmark","B",10,"Pine",7,0.13897718956745,0.00307100396356026,"Summer"
"1614","Trøndelag","B",10,"Pine",7,0.144249961170842,0.000635006350074883,"Summer"
"1615","Hedmark","UB",10,"Pine",7,0.132430861428759,0.00833158354491922,"Summer"
"1616","Trøndelag","UB",10,"Pine",7,0.142678221300357,0.00168961779458505,"Summer"
"1617","Hedmark","B",11,"Pine",7,0.135623512324847,0.00459817786436347,"Summer"
"1618","Trøndelag","B",11,"Pine",7,0.144166067774636,0.000602974127039498,"Summer"
"1619","Hedmark","UB",11,"Pine",7,0.130358729652996,0.00890045415234662,"Summer"
"1620","Trøndelag","UB",11,"Pine",7,0.141796274672728,0.00192408897386418,"Summer"
"1621","Telemark","B",1,"Spruce",7,0.150408944567358,0.000823754329285754,"Summer"
"1622","Trøndelag","B",1,"Spruce",7,0.149563616626388,0.000981544100955324,"Summer"
"1623","Telemark","UB",1,"Spruce",7,0.147582636474945,0.00220554623004751,"Summer"
"1624","Trøndelag","UB",1,"Spruce",7,0.149621233174754,0.00091703393651358,"Summer"
"1625","Hedmark","B",2,"Spruce",7,0.14713096023748,0.00210225267509229,"Summer"
"1626","Telemark","B",2,"Spruce",7,0.150760594447749,0.000758171741774703,"Summer"
"1627","Trøndelag","B",2,"Spruce",7,0.148865116418753,0.00139009543610319,"Summer"
"1628","Hedmark","UB",2,"Spruce",7,0.141279789573577,0.0056036291163286,"Summer"
"1629","Telemark","UB",2,"Spruce",7,0.148137181154089,0.00219760844841609,"Summer"
"1630","Trøndelag","UB",2,"Spruce",7,0.149085329354723,0.000903660292362801,"Summer"
"1631","Hedmark","B",3,"Spruce",7,0.146874879336079,0.00152601569721259,"Summer"
"1632","Telemark","B",3,"Spruce",7,0.150580491701285,0.000664085531313691,"Summer"
"1633","Trøndelag","B",3,"Spruce",7,0.148576727423061,0.00113407179587424,"Summer"
"1634","Hedmark","UB",3,"Spruce",7,0.143880794534336,0.00358865664774218,"Summer"
"1635","Telemark","UB",3,"Spruce",7,0.147488945172548,0.00172452404320396,"Summer"
"1636","Trøndelag","UB",3,"Spruce",7,0.148740942561123,0.000845569813091692,"Summer"
"1637","Hedmark","B",4,"Spruce",7,0.145419793700488,0.00206156903053739,"Summer"
"1638","Telemark","B",4,"Spruce",7,0.15016382163373,0.000725016011142912,"Summer"
"1639","Trøndelag","B",4,"Spruce",7,0.147785130193188,0.00115608919229143,"Summer"
"1640","Hedmark","UB",4,"Spruce",7,0.142042321950266,0.00357163741140522,"Summer"
"1641","Telemark","UB",4,"Spruce",7,0.145964867945271,0.0019651689687663,"Summer"
"1642","Trøndelag","UB",4,"Spruce",7,0.147112363505031,0.00103208545695133,"Summer"
"1643","Hedmark","B",5,"Spruce",7,0.143097441876214,0.00273056043591975,"Summer"
"1644","Telemark","B",5,"Spruce",7,0.14958594719587,0.00096100394458094,"Summer"
"1645","Trøndelag","B",5,"Spruce",7,0.146134365230586,0.00134109010739999,"Summer"
"1646","Hedmark","UB",5,"Spruce",7,0.140344458489402,0.004409246325308,"Summer"
"1647","Telemark","UB",5,"Spruce",7,0.144569329509822,0.0021323605849013,"Summer"
"1648","Trøndelag","UB",5,"Spruce",7,0.145344212704544,0.00137640117879103,"Summer"
"1649","Hedmark","B",6,"Spruce",7,0.141956119538006,0.00291628460764797,"Summer"
"1650","Telemark","B",6,"Spruce",7,0.148570802659492,0.0011529801673783,"Summer"
"1651","Trøndelag","B",6,"Spruce",7,0.143245275206037,0.00219636416556472,"Summer"
"1652","Hedmark","UB",6,"Spruce",7,0.138895225960002,0.00414101833390255,"Summer"
"1653","Telemark","UB",6,"Spruce",7,0.143654891512638,0.00247250094735459,"Summer"
"1654","Trøndelag","UB",6,"Spruce",7,0.143865908350614,0.00176694556647451,"Summer"
"1655","Hedmark","B",7,"Spruce",7,0.138307812247894,0.00361767347471392,"Summer"
"1656","Telemark","B",7,"Spruce",7,0.147365318209224,0.00128357082797531,"Summer"
"1657","Trøndelag","B",7,"Spruce",7,0.142132949504223,0.00213636730235896,"Summer"
"1658","Hedmark","UB",7,"Spruce",7,0.136747180880307,0.00463013618561471,"Summer"
"1659","Telemark","UB",7,"Spruce",7,0.142650318792693,0.00244857325739133,"Summer"
"1660","Trøndelag","UB",7,"Spruce",7,0.143618193391581,0.00166959617372388,"Summer"
"1661","Hedmark","B",8,"Spruce",7,0.142049401093073,0.00350862555924759,"Summer"
"1662","Telemark","B",8,"Spruce",7,0.146118225613177,0.00171523846497312,"Summer"
"1663","Trøndelag","B",8,"Spruce",7,0.140287772047028,0.0024682752315783,"Summer"
"1664","Hedmark","UB",8,"Spruce",7,0.142172828141608,0.00331777595067639,"Summer"
"1665","Telemark","UB",8,"Spruce",7,0.140809944110152,0.00268736572938735,"Summer"
"1666","Trøndelag","UB",8,"Spruce",7,0.1423123406812,0.00201020205045301,"Summer"
"1667","Hedmark","B",9,"Spruce",7,0.14437869649455,0.00342477036914989,"Summer"
"1668","Telemark","B",9,"Spruce",7,0.145073671000616,0.00193839104649791,"Summer"
"1669","Trøndelag","B",9,"Spruce",7,0.139940155352388,0.00261177768284099,"Summer"
"1670","Hedmark","UB",9,"Spruce",7,0.146513979229915,0.00305521013368801,"Summer"
"1671","Telemark","UB",9,"Spruce",7,0.140007285595673,0.00281831979414552,"Summer"
"1672","Trøndelag","UB",9,"Spruce",7,0.142254602962725,0.00187112652243855,"Summer"
"1673","Hedmark","B",10,"Spruce",7,0.142053952413565,0.00514271397245894,"Summer"
"1674","Trøndelag","B",10,"Spruce",7,0.139102858339446,0.00306610268560014,"Summer"
"1675","Hedmark","UB",10,"Spruce",7,0.14335615192033,0.00488309247995089,"Summer"
"1676","Trøndelag","UB",10,"Spruce",7,0.141175140295382,0.00222577775289277,"Summer"
"1677","Hedmark","B",11,"Spruce",7,0.1390334752914,0.00721166183794031,"Summer"
"1678","Trøndelag","B",11,"Spruce",7,0.137944929569404,0.00290509343785052,"Summer"
"1679","Hedmark","UB",11,"Spruce",7,0.142599227529965,0.00563320886675973,"Summer"
"1680","Trøndelag","UB",11,"Spruce",7,0.141823444013031,0.00201318705831975,"Summer"
"1681","Telemark","B",1,"Composite",8,0.152446561725732,0.000881932380109271,"Summer"
"1682","Trøndelag","B",1,"Composite",8,0.155086604912512,0.00100775931880416,"Summer"
"1683","Telemark","UB",1,"Composite",8,0.152345450228727,0.00223250506095636,"Summer"
"1684","Trøndelag","UB",1,"Composite",8,0.155214526046259,0.00132996874435928,"Summer"
"1685","Hedmark","B",2,"Composite",8,0.146791998576892,0.00289484427354704,"Summer"
"1686","Telemark","B",2,"Composite",8,0.153433768750928,0.000985967344621187,"Summer"
"1687","Trøndelag","B",2,"Composite",8,0.154774347798561,0.000941767928365385,"Summer"
"1688","Hedmark","UB",2,"Composite",8,0.14335050227932,0.00572556825168219,"Summer"
"1689","Telemark","UB",2,"Composite",8,0.152976972769602,0.00209900405784132,"Summer"
"1690","Trøndelag","UB",2,"Composite",8,0.155173910551317,0.00126798489360682,"Summer"
"1691","Hedmark","B",3,"Composite",8,0.148130948878638,0.00209078356865567,"Summer"
"1692","Telemark","B",3,"Composite",8,0.153100963619093,0.000983364961872852,"Summer"
"1693","Trøndelag","B",3,"Composite",8,0.154159187843844,0.0012704780396059,"Summer"
"1694","Hedmark","UB",3,"Composite",8,0.146780866002718,0.0035235842972382,"Summer"
"1695","Telemark","UB",3,"Composite",8,0.151495795021157,0.00169170580410163,"Summer"
"1696","Trøndelag","UB",3,"Composite",8,0.153720553284638,0.00150794517858104,"Summer"
"1697","Hedmark","B",4,"Composite",8,0.146492655803308,0.00248924638851865,"Summer"
"1698","Telemark","B",4,"Composite",8,0.152106045279492,0.000842032415191874,"Summer"
"1699","Trøndelag","B",4,"Composite",8,0.153136915698683,0.00162423120980097,"Summer"
"1700","Hedmark","UB",4,"Composite",8,0.14492779438056,0.00354328262926272,"Summer"
"1701","Telemark","UB",4,"Composite",8,0.150122658614109,0.00174912339152845,"Summer"
"1702","Trøndelag","UB",4,"Composite",8,0.152419530169028,0.00166006337000007,"Summer"
"1703","Hedmark","B",5,"Composite",8,0.143664605884543,0.00343306084206662,"Summer"
"1704","Telemark","B",5,"Composite",8,0.151231979428115,0.00101777110077449,"Summer"
"1705","Trøndelag","B",5,"Composite",8,0.152588037774607,0.00158696576771255,"Summer"
"1706","Hedmark","UB",5,"Composite",8,0.140797271766821,0.00443667865990844,"Summer"
"1707","Telemark","UB",5,"Composite",8,0.148889455138686,0.00190938316400381,"Summer"
"1708","Trøndelag","UB",5,"Composite",8,0.151081121338308,0.00177162220255041,"Summer"
"1709","Hedmark","B",6,"Composite",8,0.14257346972718,0.00340292478065454,"Summer"
"1710","Telemark","B",6,"Composite",8,0.149413160325772,0.00102723413348674,"Summer"
"1711","Trøndelag","B",6,"Composite",8,0.151771020358495,0.00157393692563727,"Summer"
"1712","Hedmark","UB",6,"Composite",8,0.138349931528099,0.00427380967820677,"Summer"
"1713","Telemark","UB",6,"Composite",8,0.146982831650286,0.00215064280096136,"Summer"
"1714","Trøndelag","UB",6,"Composite",8,0.14954310857736,0.00172420822991273,"Summer"
"1715","Hedmark","B",7,"Composite",8,0.139503419234505,0.00406465806769982,"Summer"
"1716","Telemark","B",7,"Composite",8,0.148504849339703,0.00113814199679708,"Summer"
"1717","Trøndelag","B",7,"Composite",8,0.151927021927653,0.00156406698929799,"Summer"
"1718","Hedmark","UB",7,"Composite",8,0.135509956589914,0.00471717858487563,"Summer"
"1719","Telemark","UB",7,"Composite",8,0.146320502967468,0.00205155907745195,"Summer"
"1720","Trøndelag","UB",7,"Composite",8,0.147631190660294,0.00193267581108546,"Summer"
"1721","Hedmark","B",8,"Composite",8,0.145276783121457,0.00181160026242283,"Summer"
"1722","Telemark","B",8,"Composite",8,0.147104147521914,0.00127784227998213,"Summer"
"1723","Trøndelag","B",8,"Composite",8,0.151244046489907,0.00177897245350459,"Summer"
"1724","Hedmark","UB",8,"Composite",8,0.139061146270509,0.00450932499438961,"Summer"
"1725","Telemark","UB",8,"Composite",8,0.144735851915736,0.00207041100528835,"Summer"
"1726","Trøndelag","UB",8,"Composite",8,0.145332796682976,0.00216169325850905,"Summer"
"1727","Hedmark","B",9,"Composite",8,0.143852783885843,0.00442785959531414,"Summer"
"1728","Telemark","B",9,"Composite",8,0.146178566220954,0.00144383537380178,"Summer"
"1729","Trøndelag","B",9,"Composite",8,0.150298630978809,0.00162339719026758,"Summer"
"1730","Hedmark","UB",9,"Composite",8,0.137476108822714,0.00741851544108364,"Summer"
"1731","Telemark","UB",9,"Composite",8,0.14384022880336,0.00209598408173887,"Summer"
"1732","Trøndelag","UB",9,"Composite",8,0.144619783358735,0.00218732087656265,"Summer"
"1733","Hedmark","B",10,"Composite",8,0.14040250217119,0.00382773251966307,"Summer"
"1734","Trøndelag","B",10,"Composite",8,0.15040129394075,0.0015625368224364,"Summer"
"1735","Hedmark","UB",10,"Composite",8,0.134361268338347,0.00739254280002841,"Summer"
"1736","Trøndelag","UB",10,"Composite",8,0.144346258186264,0.00204620546014768,"Summer"
"1737","Hedmark","B",11,"Composite",8,0.138331582078804,0.00482614474351736,"Summer"
"1738","Trøndelag","B",11,"Composite",8,0.149468534274987,0.00143492212769712,"Summer"
"1739","Hedmark","UB",11,"Composite",8,0.134016827861512,0.0078614782623673,"Summer"
"1740","Trøndelag","UB",11,"Composite",8,0.144494254735074,0.00207608878748862,"Summer"
"1741","Telemark","B",1,"Deciduous",8,0.159679585511318,0.00048847036989503,"Summer"
"1742","Trøndelag","B",1,"Deciduous",8,0.158855747941214,0.000737097153421864,"Summer"
"1743","Telemark","UB",1,"Deciduous",8,0.160451521955899,0.000201984033994469,"Summer"
"1744","Trøndelag","UB",1,"Deciduous",8,0.159881901311344,0.000400247909077725,"Summer"
"1745","Hedmark","B",2,"Deciduous",8,0.160142624993993,0.00027999314089452,"Summer"
"1746","Telemark","B",2,"Deciduous",8,0.159190841189532,0.000609186571292916,"Summer"
"1747","Trøndelag","B",2,"Deciduous",8,0.158208939154862,0.000919890560056492,"Summer"
"1748","Hedmark","UB",2,"Deciduous",8,0.160183695102134,0.00033241346159015,"Summer"
"1749","Telemark","UB",2,"Deciduous",8,0.159659566493403,0.000377188873335128,"Summer"
"1750","Trøndelag","UB",2,"Deciduous",8,0.159269239415532,0.000388851805949587,"Summer"
"1751","Hedmark","B",3,"Deciduous",8,0.159541227608665,0.000362408241290002,"Summer"
"1752","Telemark","B",3,"Deciduous",8,0.159254827700282,0.000582217426297427,"Summer"
"1753","Trøndelag","B",3,"Deciduous",8,0.15833320746042,0.00100945081153552,"Summer"
"1754","Hedmark","UB",3,"Deciduous",8,0.157529976158122,0.00152538940072253,"Summer"
"1755","Telemark","UB",3,"Deciduous",8,0.158815988296506,0.00064530845135941,"Summer"
"1756","Trøndelag","UB",3,"Deciduous",8,0.158391561749426,0.000700190186732781,"Summer"
"1757","Hedmark","B",4,"Deciduous",8,0.159154144852951,0.000374118020508734,"Summer"
"1758","Telemark","B",4,"Deciduous",8,0.158951432508272,0.000610907781622976,"Summer"
"1759","Trøndelag","B",4,"Deciduous",8,0.157624805562454,0.00113402148563594,"Summer"
"1760","Hedmark","UB",4,"Deciduous",8,0.156029978433238,0.00186571153559528,"Summer"
"1761","Telemark","UB",4,"Deciduous",8,0.157830573965395,0.000817896392678928,"Summer"
"1762","Trøndelag","UB",4,"Deciduous",8,0.157274251668924,0.000913513617098046,"Summer"
"1763","Hedmark","B",5,"Deciduous",8,0.158232359124706,0.000632672293502121,"Summer"
"1764","Telemark","B",5,"Deciduous",8,0.158641885657969,0.000619146666333577,"Summer"
"1765","Trøndelag","B",5,"Deciduous",8,0.157587096727398,0.00116451983110908,"Summer"
"1766","Hedmark","UB",5,"Deciduous",8,0.153628294252624,0.00284723351249443,"Summer"
"1767","Telemark","UB",5,"Deciduous",8,0.156803521029466,0.00100073919568834,"Summer"
"1768","Trøndelag","UB",5,"Deciduous",8,0.156463126679121,0.0012610996173518,"Summer"
"1769","Hedmark","B",6,"Deciduous",8,0.156994325394775,0.00106397986185214,"Summer"
"1770","Telemark","B",6,"Deciduous",8,0.158274007199098,0.000729781204265616,"Summer"
"1771","Trøndelag","B",6,"Deciduous",8,0.157193095396798,0.00102565474942746,"Summer"
"1772","Hedmark","UB",6,"Deciduous",8,0.150715549868234,0.00330864147673261,"Summer"
"1773","Telemark","UB",6,"Deciduous",8,0.155533153164099,0.00120941533761486,"Summer"
"1774","Trøndelag","UB",6,"Deciduous",8,0.154638627068171,0.00161966802556466,"Summer"
"1775","Hedmark","B",7,"Deciduous",8,0.156075877558768,0.00123471140386324,"Summer"
"1776","Telemark","B",7,"Deciduous",8,0.157924315053977,0.000748697140923357,"Summer"
"1777","Trøndelag","B",7,"Deciduous",8,0.156887937757287,0.00115397136908821,"Summer"
"1778","Hedmark","UB",7,"Deciduous",8,0.149363184695599,0.00356742237505648,"Summer"
"1779","Telemark","UB",7,"Deciduous",8,0.154797210269361,0.00131170648903056,"Summer"
"1780","Trøndelag","UB",7,"Deciduous",8,0.1526024664521,0.00206117333785525,"Summer"
"1781","Hedmark","B",8,"Deciduous",8,0.155122812676689,0.00202383994069139,"Summer"
"1782","Telemark","B",8,"Deciduous",8,0.157430891609768,0.00088576253706616,"Summer"
"1783","Trøndelag","B",8,"Deciduous",8,0.155790669941338,0.00127118621296102,"Summer"
"1784","Hedmark","UB",8,"Deciduous",8,0.143648511236985,0.00606176496637443,"Summer"
"1785","Telemark","UB",8,"Deciduous",8,0.153740092334458,0.00150487391696836,"Summer"
"1786","Trøndelag","UB",8,"Deciduous",8,0.149667966900038,0.00257526225952251,"Summer"
"1787","Hedmark","B",9,"Deciduous",8,0.148096791696133,0.00739760883701423,"Summer"
"1788","Telemark","B",9,"Deciduous",8,0.15734475066155,0.000974852282992733,"Summer"
"1789","Trøndelag","B",9,"Deciduous",8,0.154723155200696,0.00138879784776911,"Summer"
"1790","Hedmark","UB",9,"Deciduous",8,0.139587467545401,0.00859467560137476,"Summer"
"1791","Telemark","UB",9,"Deciduous",8,0.153249208244656,0.00159754720591012,"Summer"
"1792","Trøndelag","UB",9,"Deciduous",8,0.149599064075419,0.00257446646246713,"Summer"
"1793","Hedmark","B",10,"Deciduous",8,0.146433892606882,0.00772856808281964,"Summer"
"1794","Trøndelag","B",10,"Deciduous",8,0.155096594928249,0.0012987279356664,"Summer"
"1795","Hedmark","UB",10,"Deciduous",8,0.137983776720705,0.00768505486507111,"Summer"
"1796","Trøndelag","UB",10,"Deciduous",8,0.149336554478346,0.00254896586215231,"Summer"
"1797","Hedmark","B",11,"Deciduous",8,0.144991977945277,0.00834816747131762,"Summer"
"1798","Trøndelag","B",11,"Deciduous",8,0.154728933610099,0.00123675673462245,"Summer"
"1799","Hedmark","UB",11,"Deciduous",8,0.138402409233498,0.00807686506320652,"Summer"
"1800","Trøndelag","UB",11,"Deciduous",8,0.149689223877455,0.00250370294976247,"Summer"
"1801","Telemark","B",1,"Pine",8,0.145274728265001,0.000188012675452283,"Summer"
"1802","Trøndelag","B",1,"Pine",8,0.145219307223074,0.000435448452672278,"Summer"
"1803","Telemark","UB",1,"Pine",8,0.145716704271086,8.72835465491198e-05,"Summer"
"1804","Trøndelag","UB",1,"Pine",8,0.145582956483262,0.00025575837246838,"Summer"
"1805","Hedmark","B",2,"Pine",8,0.142042660489915,0.00264918225688755,"Summer"
"1806","Telemark","B",2,"Pine",8,0.145107826450915,0.000236265645867178,"Summer"
"1807","Trøndelag","B",2,"Pine",8,0.145458573130613,0.000368192385816521,"Summer"
"1808","Hedmark","UB",2,"Pine",8,0.144031602771513,0.000897175948525196,"Summer"
"1809","Telemark","UB",2,"Pine",8,0.145560771414294,0.000122551391000271,"Summer"
"1810","Trøndelag","UB",2,"Pine",8,0.145433905564481,0.000337292001861142,"Summer"
"1811","Hedmark","B",3,"Pine",8,0.142623567716783,0.00148344393295058,"Summer"
"1812","Telemark","B",3,"Pine",8,0.144500394111567,0.000347767192977219,"Summer"
"1813","Trøndelag","B",3,"Pine",8,0.145236661994377,0.000374603237623506,"Summer"
"1814","Hedmark","UB",3,"Pine",8,0.144082836098755,0.00069766535019612,"Summer"
"1815","Telemark","UB",3,"Pine",8,0.145328943612244,0.00017988692188323,"Summer"
"1816","Trøndelag","UB",3,"Pine",8,0.145238035183748,0.000607184459959409,"Summer"
"1817","Hedmark","B",4,"Pine",8,0.141426350138192,0.00189205259636886,"Summer"
"1818","Telemark","B",4,"Pine",8,0.1441470844748,0.000407698045310564,"Summer"
"1819","Trøndelag","B",4,"Pine",8,0.144571144093378,0.000965062624643816,"Summer"
"1820","Hedmark","UB",4,"Pine",8,0.143323874477769,0.0011448932889109,"Summer"
"1821","Telemark","UB",4,"Pine",8,0.144917860582453,0.000262451322599798,"Summer"
"1822","Trøndelag","UB",4,"Pine",8,0.144630336056181,0.00113807085423396,"Summer"
"1823","Hedmark","B",5,"Pine",8,0.139117157104538,0.0030816954443068,"Summer"
"1824","Telemark","B",5,"Pine",8,0.143360150694358,0.00055391503735808,"Summer"
"1825","Trøndelag","B",5,"Pine",8,0.14439393000996,0.00103727167032574,"Summer"
"1826","Hedmark","UB",5,"Pine",8,0.142239882135775,0.00137527294687505,"Summer"
"1827","Telemark","UB",5,"Pine",8,0.144304865494998,0.000391789951784183,"Summer"
"1828","Trøndelag","UB",5,"Pine",8,0.144216119204386,0.00132462048831269,"Summer"
"1829","Hedmark","B",6,"Pine",8,0.138266317899753,0.00308922261917111,"Summer"
"1830","Telemark","B",6,"Pine",8,0.142296840219912,0.000724320731977981,"Summer"
"1831","Trøndelag","B",6,"Pine",8,0.144127616487782,0.00104492381030006,"Summer"
"1832","Hedmark","UB",6,"Pine",8,0.140896851154134,0.00158303340025091,"Summer"
"1833","Telemark","UB",6,"Pine",8,0.143587571885585,0.000501644779739835,"Summer"
"1834","Trøndelag","UB",6,"Pine",8,0.144229075780496,0.00120795317083073,"Summer"
"1835","Hedmark","B",7,"Pine",8,0.136120219975119,0.0038207476780178,"Summer"
"1836","Telemark","B",7,"Pine",8,0.141090342929373,0.00104031328074691,"Summer"
"1837","Trøndelag","B",7,"Pine",8,0.144256872488557,0.000732611972556272,"Summer"
"1838","Hedmark","UB",7,"Pine",8,0.138700434753887,0.00225079466284286,"Summer"
"1839","Telemark","UB",7,"Pine",8,0.142552107204605,0.000728518003647635,"Summer"
"1840","Trøndelag","UB",7,"Pine",8,0.143718384363083,0.0014927769521736,"Summer"
"1841","Hedmark","B",8,"Pine",8,0.138773564172148,0.00248340607025802,"Summer"
"1842","Telemark","B",8,"Pine",8,0.139662211378375,0.00128009075021137,"Summer"
"1843","Trøndelag","B",8,"Pine",8,0.143450416772488,0.000905421220085344,"Summer"
"1844","Hedmark","UB",8,"Pine",8,0.14011370564022,0.00177841970133434,"Summer"
"1845","Telemark","UB",8,"Pine",8,0.141705351370618,0.000838813957940832,"Summer"
"1846","Trøndelag","UB",8,"Pine",8,0.143385778743046,0.0017391031616162,"Summer"
"1847","Hedmark","B",9,"Pine",8,0.14039077163178,0.00254996566564942,"Summer"
"1848","Telemark","B",9,"Pine",8,0.138482760727363,0.00143899752923092,"Summer"
